RID,rname,cuisine
4688,MAULI BURGER,"Fast Food,Italian"
4689,Rangoli Family Garden Restaurant,"Indian,Chinese"
4690,Hotel Devas Food,"Indian,Snacks"
4691,SWARA TANDURI MISAL HOUSE,"Street Food,Snacks"
4692,Marutirao Misalewale,"Indian,Chaat"
4693,NAMASTEY IDLY CHINESE & SNACKS,"South Indian,North Indian"
4694,Aappa Kulfiwale,Ice Cream
4695,LONDON DAIRY,Ice Cream
4696,Royal Ice cream and fast food,Juices
4697,Hotel Nandanvan,"Mughlai,Seafood"
4698,Shangri- La,Chinese
4699,Hotel Mau Chinese,"Chinese,North Indian"
4700,HOTEL CHANDRAKANT,"North Indian,Chinese"
4701,Sailing Kitchen,"Snacks,Fast Food"
4702,Swagat Biryani House,"Chinese,Biryani"
4703,Payal Chinese,"Chinese,Biryani"
4704,Dilip Sandwich And Pizza House,"Italian,Mexican"
4705,House of Biryani's,"Hyderabadi,Biryani"
4706,Hotel Famous and Bakers,Street Food
4707,Amar Non-veg Point,Arabian
4708,Hotel Greenland,"North Indian,Indian"
4709,Vadakombada,"Biryani,Maharashtrian"
4710,Hotel Pingara,"Chinese,Biryani"
4711,Lokseva Pure Veg,"Maharashtrian,Chinese"
4712,Amaterasu Oriental Food,"Chinese,Japanese"
4713,MoMo Cafe,"Indian,Chinese"
4714,Moses Snack Bar,"Snacks,Biryani"
4715,The Stayfit Kitchen,"Healthy Food,Salads"
4716,Biryani Point,"Biryani,Snacks"
4717,Ilmov Foods,"Chinese,Continental"
4718,Aizawl Luncheonette,"American,Snacks"
4719,Orchid Fast Food Restaurant,"Chinese,Snacks"
4720,Hotel Chhungte International,"Chinese,Indian"
4721,Jay Jay Restaurant,"Indian,Beverages"
4722,The Emerald Cafe,"Bakery,Beverages"
4723,The Ethnic Kitchen,"Chinese,Indian"
4724,Emerald 3:14,"Chinese,North Indian"
4725,Doner Kebab House,"Chinese,South Indian"
4726,Food Den,"Chinese,Pizzas"
4727,Fuzic,"Biryani,Chinese"
4728,Eimi Foods,"Snacks,Chinese"
4729,Desi Choka,"Biryani,North Indian"
4730,Food Box,"Indian,Chinese"
4731,Flavour of Korea,"Korean,Snacks"
4732,The Hangover,Chinese
4733,Hallelujah Kitchen,"Indian,Chinese"
4734,Alpha Pizza House,"Pizzas,Snacks"
4735,Crown Restaurant,"Chinese,Fast Food"
4736,Jonas Cafe,"Biryani,Chinese"
4737,Cozy Den Restaurant,Indian
4738,Eleven Aizawl,"Indian,Fast Food"
4739,Hotel Platinum & Restaurant,"Continental,North Indian"
4740,Red Pepper,"North Indian,Chinese"
4741,Aizawl Cafe,"Chinese,Biryani"
4742,Chamunda Restaurant,North Indian
4743,Vaishnav Chaat Bhandar,Chaat
4744,Cafe Ate Pm,"North Indian,Biryani"
4745,Kebabs And Curries Company,North Indian
4746,Fun N Food Restaurant,North Indian
4747,Neelkamal Restaurant,North Indian
4748,Mango Masala Restaurant,North Indian
4749,5 Flavours,"Chinese,Continental"
4750,Manoj Kake Di Hatti,North Indian
4751,Pizzeria By Mango Masala,North Indian
4752,Manoj Fast Food,North Indian
4753,Motu Chicken,"Indian,Chinese"
4754,Mango Curry,North Indian
4755,Courtyard Kitchen,"Chinese,South Indian"
4756,Shankar's Chaat,"North Indian,Sweets"
4757,Shree Jodhpur Sweets,"North Indian,Desserts"
4758,Cake Craft By Mango Masala,North Indian
4759,Un-Curry By Data Inn,Indian
4760,Honeydew,North Indian
4761,Cake Me,Bakery
4762,Bhabhi ji ki rasoi,North Indian
4763,SKY GRILL,"Pizzas,Beverages"
4764,Pandit restaurant,North Indian
4765,Meera's Kitchen,North Indian
4766,Punjabi Bytes N Roll,North Indian
4767,Indian Kitchen By Sky Grill,Indian
4768,Lungi A Cafe From South India,South Indian
4769,Rajdeep Family Restaurant,North Indian
4770,Gangaur Pizza Point,North Indian
4771,Mamta Cake and Bakes,North Indian
4772,Taj Hotel,"Indian,Chinese"
4773,Sher-E-Punjab,Indian
4774,Dua's Tandoori Junction,"North Indian,Mughlai"
4775,Shree Bhomji Sweets,Desserts
4776,Status by Silver Leaf,"South Indian,North Indian"
4777,FYI,"Indian,Fast Food"
4778,Aubree,Bakery
4779,Balaji cakes & More,Bakery
4780,Hindu Bakers,Bakery
4781,Riddham Bakers & B'day Item,Bakery
4782,cake sansar,Bakery
4783,Cake Art- A Unit of AJ Group,Bakery
4784,KUKKU CAKE WALA,Bakery
4785,Mr.Cake Kitchen,Bakery
4786,CAKE CARTOON,Bakery
4787,Cake Gallery,Bakery
4788,Silver Leaf,North Indian
4789,V TUTUS Veg/Non Veg Restaurant,"Hyderabadi,North Indian"
4790,Jai veeru cakes,Bakery
4791,Bittu Cakes & More,Bakery
4792,Sharma Cake & Bakers,Bakery
4793,Laxmi Confectioers,Desserts
4794,sona babu cakes,Bakery
4795,left over cake,Bakery
4796,Cake@Guru,Bakery
4797,Cake Depo,Bakery
4798,K.G.N.SHAWARMA CENTER,North Indian
4799,The cake tree,Bakery
4800,CAKE GOLDEN,Bakery
4801,Happy Belly Bakes,Bakery
4802,Cake Duniya,Bakery
4803,Choco Choco Cake,Bakery
4804,Cake Madhuban,Bakery
4805,Khatu Shyam Cake Shop,Bakery
4806,Cake Station,Bakery
4807,Dev Fast Food,Fast Food
4808,Cake Bazzar,Bakery
4809,Cafe Snapchat,"Chinese,Beverages"
4810,Hola Cakes,Bakery
4811,Old Mahadev Dhaba,North Indian
4812,The Thali Walla,North Indian
4813,Rasoi-The Train Restaurant,"North Indian,Desserts"
4814,Pizza Hut,"Fast Food,Pizzas"
4815,Cake Walas,Bakery
4816,Banna Restro and Cafe,Snacks
4817,Rathore Cafe,Snacks
4818,Om Banna restaurant,"Indian,Snacks"
4819,Merta Cafe,"Snacks,Fast Food"
4820,Vijay Banna Restro,Snacks
4821,Hunger Island,"Italian,Fast Food"
4822,Flyfree,"Chinese,Indian"
4823,Roll Express ( Suchna Kendra ),North Indian
4824,Nothing Before Coffee,"Beverages,Desserts"
4825,Cake Corner,"Bakery,Indian"
4826,Crazy Coffee,"Beverages,Fast Food"
4827,007 Fast Food And Cafe,"Indian,Beverages"
4828,Mahadev Thali Center,Indian
4829,Super Deuxe Bakery,"Bakery,Snacks"
4830,Cake Hut,Bakery
4831,Cake's Den,Bakery
4832,Jodha Sweets and Namkeen,Sweets
4833,Mahadev ka Dhaba,North Indian
4834,Cake Adda,"Bakery,Desserts"
4835,More Than Momos,"Fast Food,Chinese"
4836,D.V.Food Corner,"Indian,Snacks"
4837,Gifts Bag Cakes & Bakes,"Desserts,Snacks"
4838,Cake Point,"Indian,Desserts"
4839,Gangaram Amarchand Halwai,"Sweets,Indian"
4840,Mast Punjabi Tadka,"North Indian,Snacks"
4841,Ambrosia Restaurant,"North Indian,Desserts"
4842,Curry Box,"Mughlai,North Indian"
4843,Saheba Restaurant,"North Indian,Tandoor"
4844,King's Chicken Corner,"North Indian,Mughlai"
4845,Riviera Restaurant,North Indian
4846,Domino's Pizza,Pizzas
4847,Sheesh Mahal - A Fine Dine Restaurant,"Gujarati,Snacks"
4848,LA PINOZ PIZZA,"Pizzas,Italian"
4849,Jaipur Jungle,"North Indian,Chinese"
4850,Pao Pao Box,"Snacks,Street Food"
4851,house of honey,Fast Food
4852,Burger Street,North Indian
4853,The Black Sugar Cafe & Bakery,"Bakery,Desserts"
4854,Feast House,"North Indian,Fast Food"
4855,Shree Devnarayan Bhojnalaya,"Indian,North Indian"
4856,CAKE SUNSHINE,"Bakery,Desserts"
4857,Old Town Grill,"Indian,Chinese"
4858,Indo Neps Fast Food,"Chinese,Indian"
4859,FRUKOST,North Indian
4860,Foodies,"Chinese,Fast Food"
4861,Town House Coffee,"Pizzas,Pastas"
4862,No Profit No Loss Food Point,"North Indian,Street Food"
4863,Priya Bakers,Bakery
4864,Shake Sahab,"Beverages,Juices"
4865,Biryani Zayka,"Biryani,Kebabs"
4866,NIC Natural Ice Creams,"Ice Cream,Desserts"
4867,Shyam Sweets And Bakes,"Snacks,Italian"
4868,Inbox,"North Indian,Mexican"
4869,Piece Of Cake,Bakery
4870,Indo Neps,"Chinese,Indian"
4871,Indo Neps Juice and Shake,Beverages
4872,Mast Punjabi Dhabha,"North Indian,Indian"
4873,CAKE KOHINOOR,Bakery
4874,CRAZY FAST FOOD,"Snacks,Continental"
4875,Sonu Pizza,"Pizzas,Fast Food"
4876,Sonu Coffee and Beverages,"Beverages,Italian-American"
4877,Sonu Patties,"Snacks,Fast Food"
4878,Grameen Kulfi,"Ice Cream,Desserts"
4879,Mamta Sweets,North Indian
4880,Shiv Misthan Bhandar (SMB),"Sweets,North Indian"
4881,Baskin Robbins,Desserts
4882,uncle anu's kitchen,Fast Food
4883,Pizzario Bazar,"Pizzas,American"
4884,Murli Rabdi Ice Cream,Desserts
4885,Delicious Momos,Chinese
4886,The Grill 'N' Currie's,Indian
4887,Ashu Sweets,"Snacks,Sweets"
4888,Delhi Tikka Express,"Indian,Fast Food"
4889,Royal Bakers,"Desserts,Fast Food"
4890,Gourmet Ice Cream Cakes by Baskin Robbins,"Desserts,Ice Cream"
4891,Bunty fast food,"South Indian,North Indian"
4892,Love Cafeteria,"Chinese,South Indian"
4893,Mamta Sweets and Bakes,"Snacks,Sweets"
4894,DS Asort Fashion Of The Food,Rajasthani
4895,For Heavens Cake,"Bakery,Pizzas"
4896,Shake On Shake (SOS),"Beverages,Juices"
4897,Beans & Cream Dessert House & Cafe,"American,Fast Food"
4898,MAD ABOUT FOOD,"North Indian,South Indian"
4899,The Chowka,"Indian,South Indian"
4900,Bella Ciao Cafe,"Italian-American,Chinese"
4901,Lake Vinora,"Indian,Chinese"
4902,The perfect Thick Shake,Beverages
4903,Brewed With Love,"Chinese,Indian"
4904,Gulab Ji Chai Jaipur,"Snacks,Beverages"
4905,Agra Chaat Bhandar,"Street Food,Fast Food"
4906,Let's Eat,North Indian
4907,Wow-Some Shake's,"Beverages,Juices"
4908,Shake Junction,Beverages
4909,Ashok Fruit & Juice Center,"Juices,Beverages"
4910,hotel atlantica,"Mughlai,North Indian"
4911,Sindh Punjab Dhaba,North Indian
4912,Drunken Monkey,Beverages
4913,THE UNCLES CAFE,"Fast Food,Pizzas"
4914,Burgerlicious,"Continental,Italian"
4915,Chick'N Express,North Indian
4916,Bond Over Cafe,"Italian-American,Chinese"
4917,Riali Pizza ( The Magic Of Pizza ),Pizzas
4918,Laltain Restaurant,"Chinese,North Indian"
4919,CJ Cafe (Coffee Jar),"Italian-American,Fast Food"
4920,Ramesh Food Product,North Indian
4921,M.B.Juice Corner,Beverages
4922,The Queen's Hub Cafe & Family Garden Restaurant,"Snacks,Pizzas"
4923,Night Bird Cafe,"Fast Food,Italian"
4924,Frieday,French
4925,Garden Coffee's,"Italian-American,Fast Food"
4926,Aha Fast Food & Chinese Corner,"Chinese,Fast Food"
4927,Yummylicious,Beverages
4928,Rock N Shawarma,Arabian
4929,Bond Over Coffee,"Beverages,Chinese"
4930,Cake Paradise,Bakery
4931,Rock N Shawarma Take Away,Arabian
4932,The Coffee Tree,"Italian-American,Chinese"
4933,Shawarma Express,Arabian
4934,Rock N Shawarma Cafe,Arabian
4935,Chicken Shawarma roll,Arabian
4936,Desi Express,"North Indian,South Indian"
4937,Biryani dudes,"Biryani,Fast Food"
4938,Regal mart,"Desserts,Ice Cream"
4939,Bombay Grill,Indian
4940,Forever,"Fast Food,Snacks"
4941,Laxmi Confectionery And Bakery,Snacks
4942,Royal Zayka,"North Indian,Fast Food"
4943,Burger King,American
4944,Barista,"Beverages,Snacks"
4945,Caffeine Machine,"Beverages,Fast Food"
4946,Queen's Kitchen,"Beverages,Chinese"
4947,Sai Chaap Corner,"Indian,Snacks"
4948,Night Shift Brewing,"Beverages,Italian"
4949,GUJJAR KI THADI,"Fast Food,Chinese"
4950,Dark Awake Cafe,"Beverages,Chinese"
4951,Desi,"Street Food,Fast Food"
4952,GIRDHARI kichan,"Indian,Chinese"
4953,Kanha Shree Restra,Beverages
4954,Cuteaing - Meri Wali Chai,Beverages
4955,INOX,Fast Food
4956,Shawarma Brothers,"Arabian,Chinese"
4957,Kapoor's Kitchen,"North Indian,Mughlai"
4958,J s & K s Family Restaurant & Party Place,"Fast Food,Italian"
4959,Kwality Walls Frozen Dessert and Ice Cream Shop,"Ice Cream,Desserts"
4960,SANSKRUTI GARDEN RESTAURANT,"Chinese,Indian"
4961,Grill Inn,"Fast Food,North Indian"
4962,Sarkar Hotel,Biryani
4963,The Belgian Waffle Co.,"Desserts,Beverages"
4964,R K'S KITCHEN,"Pizzas,Beverages"
4965,Laziz Pizza,Pizzas
4966,vaibhav sweets,Snacks
4967,Chinese Hut,Chinese
4968,Shahi Biryani,"Biryani,North Indian"
4969,Mahakali Resturant and Sweet Marts,"North Indian,Tandoor"
4970,Cafe Chokolade,Ice Cream
4971,Deewan's Indori Cafe,"Pizzas,Beverages"
4972,7th Heaven Cake Shop,Beverages
4973,Veg Plaza,Indian
4974,Cake Corner,Bakery
4975,Sandwich Bar,"Fast Food,Pizzas"
4976,Dittu Ka Dhaba,"Indian,Maharashtrian"
4977,Jain Bhojanalya,"Indian,Jain"
4978,Hotel Mirch Masala,"Indian,Maharashtrian"
4979,Nirmal Sweets & cake shop,"Desserts,Sweets"
4980,CREATIVE CAKES AND CAFE,"Bakery,Desserts"
4981,MORAYA AMRUTTULYA TEA AND SNAK,"Snacks,Beverages"
4982,MH 12 Pav Bhaji,"Italian,Snacks"
4983,Hotel Center Plaza,North Indian
4984,Zamzam Family Restaurant,"Indian,Biryani"
4985,Welcome Family Restaurant,"Indian,Chinese"
4986,Nirmal Sweet Mart,"Desserts,Snacks"
4987,Hotel Grand,"North Indian,Maharashtrian"
4988,Veera cake n bake,Bakery
4989,DSP PANIPURI,Snacks
4990,Hotel Albela The Veg Restaurant,"Chinese,North Indian"
4991,peshwa family garden restaurant,"North Indian,Chinese"
4992,The Burger Coast (TBC 2),"American,Italian"
4993,ONE BITE   - Akola,"Pizzas,Fast Food"
4994,Goli Vada Pav,Street Food
4995,CHHAYA CAFE,Indian
4996,New Bombay Chinese,Chinese
4997,Urban Khauboy,"Indian,Italian"
4998,Domino's Pizza,Pizzas
4999,Kitabi Coffee,"Beverages,Pizzas"
5000,HOTEL SHIDORI,Indian
5001,Anand Restaurant,Indian
5002,Monginis,Bakery
5003,Ramesh Hotel,"Snacks,Indian"
5004,Hotel Saoji - Food Corner,"North Indian,Snacks"
5005,Dawat Restaurant,"Indian,Chinese"
5006,Anand Veg Treat,"South Indian,North Indian"
5007,Jain Veg New Family Restaurant,"Indian,Jain"
5008,PIZZA HOUSE,"Snacks,Beverages"
5009,Anand Bhartiya Thali,"Biryani,North Indian"
5010,Bharat Hotel,"Indian,Biryani"
5011,Hotel City Pride,"Biryani,Chinese"
5012,Tandoor Restaurant,Tandoor
5013,Sakarkar Panipuri,"Chaat,Snacks"
5014,Akola Paratha House,North Indian
5015,The Divine Kitchen,"Pizzas,Fast Food"
5016,FELISIA FOOD INDIA PRIVATE LIMITED,"Bakery,Biryani"
5017,CHATKEL KOMBDA CHICKEN CURRY HOUSE,"North Indian,Mughlai"
5018,Veera Da Dhaba,"Indian,Punjabi"
5019,HARSHA CHINESE AND CAKE SHOP,"Chinese,Bakery"
5020,Rohit Wadewale,"Maharashtrian,Snacks"
5021,Onkar Pan House,"Juices,Paan"
5022,Anand Biryani Kitchen,Indian
5023,MH-12 Mastani And Cafe,"Beverages,Desserts"
5024,Friends restaurant,"Beverages,Chinese"
5025,Shree Anand Restaurant,"Indian,Fast Food"
5026,Singhs Milk Bar,Pizzas
5027,Guptaji Juice Centre,Beverages
5028,JAIN VEG FAMILY RESTAURANT,Indian
5029,PARAMOUNT KITCHENS,"Indian,Chinese"
5030,Nescafe,"Pastas,Indian"
5031,NORTH INDIAN CHSSKKA,"North Indian,Juices"
5032,Husaini Family Restaurant,"Biryani,Chinese"
5033,Paris Bakery,Bakery
5034,The Dream Meets Cafe,"Cafe,North Indian"
5035,Dilkhush restaurant,"North Indian,Chinese"
5036,Shree Krishna Bhojnalay,North Indian
5037,Indian Masala House,"North Indian,Indian"
5038,SURBHI PAVBHAJI CENTER,"Indian,South Indian"
5039,The Biryani Restaurant,Indian
5040,TIP-TOP BAKERY,Bakery
5041,RAJWADI FAMILY RESTRO,"Chinese,Arabian"
5042,Bun Maska Cafe,Snacks
5043,Dilip Restaurant,"North Indian,Desserts"
5044,Food Banjara,"Indian,Biryani"
5045,Urban Spice,North Indian
5046,King Biryani,"Biryani,Snacks"
5047,Dine With Chinese,Chinese
5048,AJAY GARDEN RESTAURANT,"Indian,Chinese"
5049,Masterchef,Chinese
5050,Shriniwas restaurant,Indian
5051,Yogayog Caters And Chinese Center,"Chinese,Chaat"
5052,G M Chinese Center,Chinese
5053,Nisarg Garden Restourant,North Indian
5054,THE GRILL KITCHEN,"Chinese,Arabian"
5055,Hotel fish plaza,"Seafood,North Indian"
5056,Sai Nath Chat Center,Chaat
5057,Maharajaa Foodies,"Desserts,Sweets"
5058,New Zulfiqar HOTEL,"Biryani,Mughlai"
5059,Al Wafa,"Arabian,Beverages"
5060,Achayans Cafe,"Pizzas,Continental"
5061,Arabian Shake Cafe_Gen Hosp Junction,"Arabian,Continental"
5062,Chicking,"Fast Food,Continental"
5063,Arabian Shake Cafe -Indira Jn,"Chinese,Continental"
5064,KUBABA,"Arabian,South Indian"
5065,Kream Korner,"Kerala,Beverages"
5066,Asado Cafe,"Arabian,Beverages"
5067,Bayroute Bistro,"North Indian,South Indian"
5068,Halais Family Restaurant,"Kerala,South Indian"
5069,Halal Food Court,"Kerala,South Indian"
5070,Pastry Chef,Bakery
5071,MOMO MEE,Chinese
5072,Kallayi,"Kerala,South Indian"
5073,Grill N Chill,"Fast Food,Snacks"
5074,Uduppi Saravana Bhavan,"Beverages,Chinese"
5075,Hotel Aryaas,"South Indian,North Indian"
5076,Thaza Family Food Park,"South Indian,Arabian"
5077,Veggie Square,"North Indian,South Indian"
5078,Sree Mahaveer Veg Restaurant,"South Indian,North Indian"
5079,Aramana,"South Indian,North Indian"
5080,KFC,"American,Snacks"
5081,AJ Park Restaurant,"South Indian,Chinese"
5082,Pizza Hub,Pizzas
5083,Cafe The Pepper Lounge,"South Indian,Arabian"
5084,The Krispy House,"Combo,Fast Food"
5085,Cakelers,"Bakery,Beverages"
5086,Oru Dosa Company,South Indian
5087,Arabian Shake-Zakariya Bazar,"Continental,Chinese"
5088,Qainaat-The Rooftop,"North Indian,Italian"
5089,Eden Garden Restaurant,"South Indian,North Indian"
5090,New Dubai Hotel,"Arabian,Tandoor"
5091,Thai's Kitchen,Indian
5092,Chillies Restaurant,"Kerala,Chinese"
5093,Pizza Palace,Pizzas
5094,Cakemellow,Bakery
5095,Saritha's Recipes,"South Indian,Kerala"
5096,Ramada Alleppey,"Indian,Continental"
5097,PUKA,"South Indian,Biryani"
5098,Ahalan Mandhi,Arabian
5099,KTDC Rippleland,"South Indian,Kerala"
5100,K.G.F (Kats Grill N Fries),"Grill,Fast Food"
5101,Domino's Pizza,Pizzas
5102,Zalkaar Cloud Kitchen,"Indian,Biryani"
5103,Chilla Art Cafe,Continental
5104,Saffron Kuzhimandhi,"Biryani,Fast Food"
5105,Crunchy Corner,"Continental,Beverages"
5106,Dream Catch,Beverages
5107,CAFE CATAMARAN,"Cafe,Beverages"
5108,Beach Bay Cafe - Alappuzha CIty,Kerala
5109,Madras Veg Tables,South Indian
5110,Chick N Joy,"Chinese,Arabian"
5111,Food Stop,"North Indian,Chinese"
5112,Karthika Hotel,"South Indian,Arabian"
5113,Lassi Day,"Ice Cream,Desserts"
5114,Mrs.Momo,Chinese
5115,Broasted Junction,"Continental,Snacks"
5116,Kazole Restaurant,"Kerala,Chinese"
5117,Moms Magic Ac Restaurant,"South Indian,Kerala"
5118,Brothers,"South Indian,Chinese"
5119,Fathima Restaurant Biriyani Kada,"Biryani,Arabian"
5120,Veg Palace,South Indian
5121,Albin Bakers & Restaurant,"Chinese,Lebanese"
5122,Cakes Bay,"Bakery,Desserts"
5123,Rahmath Restaurant,"South Indian,Chinese"
5124,Sweet Surprise,"Fast Food,South Indian"
5125,Goodmom,Chinese
5126,Dudu cakes,Bakery
5127,Thaff Delicacy - YMCA,"South Indian,Chinese"
5128,Forits Pizza,"Pizzas,Beverages"
5129,Caffe Di Venezia,"Continental,Pizzas"
5130,BIRIYANI POT,"Biryani,Fast Food"
5131,Arabian Knights,"Biryani,Arabian"
5132,Kalavara Cloud Kitchen,"South Indian,Indian"
5133,Al Rian,"Arabian,South Indian"
5134,Kream Korner-Kalavoor,"Chinese,South Indian"
5135,Ruchikoottu Fast Food,"Indian,Biryani - Shivaji Military Hotel"
5136,Maccoa Family Restaurant,"South Indian,Chinese"
5137,Brews and Burgers Bistro,"Continental,Pastas"
5138,Thaff Delicacy-Paravoor,"South Indian,Chinese"
5139,Corniche,"South Indian,Arabian"
5140,Razi Arabia,"Arabian,North Indian"
5141,Tea Time Bakers,Arabian
5142,Kebab Nation,"Indian,Kebabs"
5143,Thaff - General Hospital Jn,"South Indian,North Indian"
5144,Angithi,"South Indian,Chinese"
5145,Arabian Shack,"Arabian,Chinese"
5146,Cafe Pumpkin,"Continental,Pizzas"
5147,Hassans Family Restaurant,"North Indian,Arabian"
5148,Cutiepie Cakes,Bakery
5149,AL MIYA RESTAURANT,Arabian
5150,Hotel Thaff - Dst Court Bridge,"South Indian,North Indian"
5151,The Cave,"Continental,Desserts"
5152,Rahmania,"North Indian,Indian"
5153,Pie Pizza,Pizzas
5154,NIC Natural Ice Creams,"Ice Cream,Desserts"
5155,Cafe Coffee Day,"Beverages,Snacks"
5156,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts,Ice Cream"
5157,Hot Wok,Chinese
5158,Goli Vada Pav No.1,"Maharashtrian,North Indian"
5159,Amritsari Zaika Restaurant (Malai chaap wale),"Tandoor,Indian"
5160,Dabboo Dalsev,"Bakery,Snacks"
5161,Kunjilal Food House,"North Indian,Biryani"
5162,Cafe Knight Riders,"Italian,American"
5163,Door Ka Tandoor,"Chinese,Indian"
5164,Jassi's Breads & Bytes,"Desserts,Fast Food"
5165,Finch Restaurantt,"Italian,Fast Food"
5166,Kwality's The cake shop,Bakery
5167,Brijwasi Lassi and Milk Badam,"Snacks,Sweets"
5168,Finch cafe,"Beverages,Fast Food"
5169,Nazeer Foods,"Mughlai,North Indian"
5170,Ganpat chat and fast foods (Center Point),Chaat
5171,D Live Rasoi,"Chinese,Mughlai"
5172,Grameen Kulfi,"Ice Cream,Desserts"
5173,Gupta Veg Dhaba,North Indian
5174,Jalali Wale,"Desserts,Snacks"
5175,Lazeez Biryani House,Biryani
5176,Domino's Pizza,Pizzas
5177,McDonald's,American
5178,Robin's Cafe (2),"Chinese,Fast Food"
5179,Aagrah Restaurant,Pizzas
5180,New milkbar bakery,"Chinese,Bakery"
5181,Brijwasi Misthan Bhandar,"Snacks,Sweets"
5182,Holywings,"Snacks,Fast Food"
5183,Darjeeling snacks momos point ( Center Point),Chinese
5184,Chaap ki chhap,"Tandoor,Fast Food"
5185,Yash Fast Food and Ice Cream,Bakery
5186,Avon Namkeen,North Indian
5187,Eat N Joy Fast Food (Centre Point),Chinese
5188,Deepak Restaurant and Sweets,"Chinese,North Indian"
5189,Al bake fish and chicken,Fast Food
5190,KFC,"American,Snacks"
5191,Sai Bhojnalaya,Indian
5192,New Pathak Sweets,"Sweets,Snacks"
5193,Barfiz the sweet store,"Desserts,Sweets"
5194,Milkbar Delight,"South Indian,Chinese"
5195,Deepak Sweets,Sweets
5196,Pragya Cakes & Bakes,Bakery
5197,Scoop,"Ice Cream,Beverages"
5198,BBQ CORNER,"Arabian,Pizzas"
5199,RollsKing,"Fast Food,North Indian"
5200,Rock N Roll,Fast Food
5201,Pizza Hut,"Pizzas,Snacks"
5202,Deccan Biryani,Biryani
5203,Sindh Sweets,"Snacks,Sweets"
5204,NATURE'S CAFE,"Chinese,Fast Food"
5205,Dr Ank,Chinese
5206,Eat-N-Enjoy (Chole Bhature wale),Chinese
5207,Kunjilal Sweets (Center Point),"Sweets,Snacks"
5208,Rasna Buzz,"Fast Food,Beverages"
5209,Crunchy Broast,Beverages
5210,Kwality's Snack Shoppe,"North Indian,Mughlai"
5211,Silver Spoon (veg & Non-veg food),"Indian,Chinese"
5212,Sher-e-Punjab,"Biryani,North Indian"
5213,Zafraan Snack Shop,Mughlai
5214,Biristan,"Barbecue,Mughlai"
5215,Parag Restaurant,"Indian,North Indian"
